,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"In the last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
  
  (A) the right service box
  (B) out of bounds
  (C) the backcourt
  (D) the left service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt9.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the second point, where did the ball land on its second-to-last bounce? (Note: only count bounces that occur while the point is still active; do not count extra bounces after a player fails to return the ball. ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the right service box
 (C) the backcourt
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt9_redacted.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, which area was most frequently hit by the ball? (Note: only count hit that occur while the point is still active; do not count extra bounces after a player fails to return the ball. ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the backcourt
 (B) the left service box
 (C) out of bounds
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt9_redacted.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The blue-shirt player -> the blue-shirt player -> The blue-shirt player
 (B) The blue-shirt player -> the white-shirt player -> the white-shirt player
 (C) The blue-shirt player -> the blue-shirt player -> the white-shirt player
 (D) the white-shirt player -> the blue-shirt player -> the white-shirt player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt9_redacted.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt10.mp4,volleyball,,,,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,TRUE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt10.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt10.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players hit the ball in total?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the red team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the red team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt3.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt5.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt6.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the white team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the white team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt7.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, how many different players on the red team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the white team touch the ball",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, how many different players on the white team do not touch the ball?",/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt9.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt9.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0001_pt9.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt1.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt2.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt3.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt4.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt5.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",Set,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
"From the final state shown in this clip, does the original solution still require more player moves before the level is completed?
  
  (A) Yes
  (B) No",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt1.mp4,sokoban,Yes,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,
"At the end of this Sokoban clip, has the level already been completed?
  
  (A) No
  (B) Yes",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,Yes,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the continuation after this clip, what happens next to the level?",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,Yes,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,
"The blue balls are target destinations. At the first frame of the clip, index the three white cross-marked boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box first reaches a blue target destination during this clip?
 
 (A) box 4
 (B) box 1
 (C) box 2
 (D) box 3",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"The blue balls are target destinations. Using the same first-frame box indexing rule, how many indexed boxes are on blue target destinations at the end of this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,
"The blue balls are target destinations. At the first frame of the clip, index the three white cross-marked boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box is not on a blue target destination at the end of this clip?
 
 (A) box 1
 (B) box 2
 (C) box 3",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"In Sokoban, boxes can be pushed but not pulled. How many more optimal moves are needed to win from the final state shown in this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt2.mp4,sokoban,No,Location,Atmoic,Hyunseok,Homogeneity,,,TRUE,,,,,,,,,,,,,,,,,,,,
How many total box pushes occur during this clip?,/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many times is box 1 pushed during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many times is box 3 pushed during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box is pushed most often during this clip?
 
 (A) box 1
 (B) box 4
 (C) box 5
 (D) box 2",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,No,Count,Dict,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). The green circular markers are target destinations. At the end of this clip, which indexed box is on the leftmost occupied green target marker?
 
 (A) box 5
 (B) box 6
 (C) box 3
 (D) box 1",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row. Has the level been completed by the end of this clip?
  
  (A) No
  (B) Yes",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt1.mp4,sokoban,,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many total box pushes occur during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
