,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
How many goals are scored in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt1.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are made in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt2.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes are made in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt3.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes are made in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt4.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes are made in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt5.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes are made in the video?,/nas2/benchmarks/vpi/real/processed/soccer/0001_pt6.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt1.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt1.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt2.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt2.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt3.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt3.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt4.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt4.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goal attempts are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt5.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt5.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt5.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many **different** players touch the ball by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt6.mp4,soccer,No,Attribute,Set,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Set,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt6.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt6.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many **different** players (excluding the goalkeeper) touch the ball by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt7.mp4,soccer,No,Attribute,Set,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Set,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt7.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt8.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the recording player get possession of the ball?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt8.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are scored by the recording player's team?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt8.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals attempts are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt8.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful passes are made by the recording player's team by the end of the video in total?,/nas2/benchmarks/vpi/real/processed/soccer/0002_pt8.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are made to the big gate in total by the end of the video?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt1.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to the big gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt1.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are made to the big gate in total by the end of the video?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt2.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to the big gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt2.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are made to the big gate in total by the end of the video?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt3.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to the big gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt3.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes does all players make in total?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt3.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many passes does the black-shirt player make in total?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt4.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful goals does the black-shirt player make in total?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt4.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to the gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt4.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful goal does the player make to the gate?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt5.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to the gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt5.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful goal does the player make to the gate?,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt6.mp4,soccer,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the success goal rate out of the total goal attempts to gate? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/soccer/0003_pt6.mp4,soccer,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many noodle strands are there at the end?,/nas2/benchmarks/vpi/real/processed/cooking/0004_pt1.mp4,cooking,No,Count,Atmoic,Hyunseok,"Action ambiguity, Homogeneity, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many strands are there at the end?,/nas2/benchmarks/vpi/real/processed/cooking/0005_pt1.mp4,cooking,No,Count,Atmoic,Hyunseok,"Action ambiguity, Homogeneity, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different ingredients are used in the sandwich?,/nas2/benchmarks/vpi/real/processed/cooking/0006_pt1.mp4,cooking,No,Count,Atmoic,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. What is the sequence of different pans the chef reached into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt1.mp4,cooking,No,Location,Sequence,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same sandwich ordered without tomato, which pans shoould the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt1.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same sandwich ordered without tomato and lettuce, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt1.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different ingredients are used in the sandwich?,/nas2/benchmarks/vpi/real/processed/cooking/0006_pt2.mp4,cooking,No,Count,Atmoic,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same sandwich ordered without sauce, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt2.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same sandwich ordered with additional onion, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt2.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. What is the sequence of different pans the chef reached into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt3.mp4,cooking,No,Location,Sequence,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same burger ordered without onion, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt3.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same burger ordered with additional cucumber, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt3.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Using row-wise labels from the camera's perspective: 1 to 5 for the first row, 6 to 10 for the second row, and 11 to 14 for the third row, excluding the duplicate count of the largest pan. For a same burger ordered without tomato, which pans should the chef reach into?",/nas2/benchmarks/vpi/real/processed/cooking/0006_pt3.mp4,cooking,No,Location,Set,Willis,"Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many slices of yokan are made from the big piece of yokan in total?,/nas2/benchmarks/vpi/real/processed/street_food/0001_pt1.mp4,street_food,No,Count,Atmoic,Willis,"Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Based on the serving method shown in the video, how many slices of bread can you serve with the large piece of yokan?",/nas2/benchmarks/vpi/real/processed/street_food/0001_pt1.mp4,street_food,No,Count,Atmoic,Willis,"Camera motion, Homogeneity",Counter,Project,FALSE,,,,,,,,,,,,,,,,,,,,No
"If the steel plate used to slice the yokan is twice as thick as the one shown in the video, how many slices can be cut from the entire block?",/nas2/benchmarks/vpi/real/processed/street_food/0001_pt1.mp4,street_food,No,Count,Atmoic,Willis,"Camera motion, Homogeneity",Counter,Project,FALSE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt1.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt10.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt2.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
